name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate
turbo staff,turbostaff.co.nz,,staffing and recruiting,11 - 50,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/turbo-staff,14,18
acm nz ltd,acmnz.co.nz,2009.0,financial services,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/acm-nz-ltd,14,28
green bay high school,greenbayhigh.school.nz,,primary/secondary education,11 - 50,"waitakere, auckland, new zealand",new zealand,linkedin.com/company/green-bay-high-school,14,32
good group hospitality,goodgroup.co.nz,,hospitality,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/good-group-hospitality,14,37
geographic business solutions,gbs.kiwi,2002.0,information technology and services,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/geographic-business-solutions,14,25
fox group,foxgroup.es,,events services,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/fox-group-1,14,23
nz migration - new zealand immigration consultant,nzmigration.com,2007.0,legal services,11 - 50,"birkenhead, auckland, new zealand",new zealand,linkedin.com/company/nz-migration,14,18
blue elephant thai restaurant,blueelephant.co.nz,,restaurants,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/blue-elephant-thai-restaurant,14,44
rodney district council,rodney.govt.nz,,government relations,11 - 50,"orewa, auckland, new zealand",new zealand,linkedin.com/company/rodney-district-council,14,165
bgt structures,bgt.co.nz,1970.0,construction,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/bgt-structures,14,18
cuthbert stewart ltd,cuthbertstewart.co.nz,1948.0,electrical/electronic manufacturing,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/cuthbert-stewart-ltd,14,35
eventfinda,eventfinda.co.nz,2005.0,internet,11 - 50,"parnell, auckland, new zealand",new zealand,linkedin.com/company/eventfinda,14,37
simply security,simplysecurity.co.nz,2007.0,security and investigations,11 - 50,"wellington, florida, united states",new zealand,linkedin.com/company/simply-security,14,38
cequent projects,cequent.co.nz,2008.0,construction,11 - 50,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/cequent-projects,14,20
"the rees hotel queenstown, new zealand",therees.co.nz,2008.0,hospitality,11 - 50,"queenstown, otago, new zealand",new zealand,linkedin.com/company/the-rees-hotel-queenstown-new-zealand,14,67
abundance mind-body - yoga and pilates,abundancemindbody.co.nz,,"health, wellness and fitness",11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/abundance-mind-body---yoga-and-pilates,14,25
atl group,atlgroup.co.nz,1982.0,construction,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/atlgroupltd,14,16
ent associates ltd,entassociates.co.nz,2008.0,medical practice,11 - 50,"remuera, auckland, new zealand",new zealand,linkedin.com/company/ent-associates-ltd,14,23
accent construction interiors ltd,accentinteriors.co.nz,1985.0,construction,11 - 50,"henderson, auckland, new zealand",new zealand,linkedin.com/company/accent-construction-interiors-ltd,14,21
otago southland employers' association,osea.org.nz,1890.0,non-profit organization management,11 - 50,"dunedin, otago, new zealand",new zealand,linkedin.com/company/otago-southland-employers'-association,14,22
pathways health ltd,pathways.co.nz,1989.0,mental health care,11 - 50,"wellington, florida, united states",new zealand,linkedin.com/company/pathwayshealthltd,14,22
west plaza hotel,westplaza.co.nz,,hospitality,11 - 50,"wellington, florida, united states",new zealand,linkedin.com/company/west-plaza-hotel,14,41
james dunlop textiles,jamesdunloptextiles.com,1907.0,textiles,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/james-dunlop-textiles,14,31
queen city law,queencitylaw.co.nz,2004.0,law practice,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/queen-city-law,14,20
gibbston valley wines,gibbstonvalley.com,1983.0,wine and spirits,11 - 50,"queenstown, otago, new zealand",new zealand,linkedin.com/company/gibbston-valley-wines,14,34
sss - it security specialists,sss.co.nz,1985.0,information technology and services,11 - 50,,new zealand,linkedin.com/company/sss-it-security-specialists,14,23
scouts new zealand,scouts.org.nz,1908.0,non-profit organization management,11 - 50,"kaiwarawara, wellington, new zealand",new zealand,linkedin.com/company/scouts-new-zealand,14,42
lmac consulting new zealand,lmac.co.nz,2005.0,management consulting,11 - 50,"wanaka, otago, new zealand",new zealand,linkedin.com/company/lmac,14,18
fingermark,fingermark.co.nz,2006.0,computer hardware,11 - 50,"havelock north, hawke's bay, new zealand",new zealand,linkedin.com/company/fingermark-digital-technologies,14,28
rinnai new zealand limited,rinnai.co.nz,1974.0,consumer goods,11 - 50,"mangere, auckland, new zealand",new zealand,linkedin.com/company/rinnai-new-zealand-limited,14,27
sitehost,sitehost.nz,2004.0,information technology and services,11 - 50,"ellerslie, auckland, new zealand",new zealand,linkedin.com/company/sitehost,14,25
sliday,sliday.com,2009.0,information technology and services,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/sliday-ltd,14,30
kinetic recruitment- new zealand,kinetic.co.nz,1997.0,staffing and recruiting,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/kinetic-recruitment--new-zealand,14,88
firefly search,fireflysearch.co.nz,2014.0,marketing and advertising,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/firefly-search,14,23
hutchinsons ltd,,1914.0,food & beverages,11 - 50,"newmarket, auckland, new zealand",new zealand,linkedin.com/company/hutchinsons-ltd,14,38
asset recruitment,assetrec.co.nz,1999.0,human resources,11 - 50,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/asset-recruitment,14,40
probity consulting,probity.co.nz,2001.0,management consulting,11 - 50,"thorndon, wellington, new zealand",new zealand,linkedin.com/company/probity-consulting-limited,14,38
nig nutritionals limited,nignutritionals.co.nz,1998.0,dairy,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/nig-nutritionals,14,23
west coast regional council,wcrc.govt.nz,,government administration,11 - 50,"greymouth, west coast, new zealand",new zealand,linkedin.com/company/westcoastregionalcouncil,14,21
neighbourly.co.nz,neighbourly.co.nz,2014.0,internet,11 - 50,"newmarket, auckland, new zealand",new zealand,linkedin.com/company/neighbourly-co-nz,14,24
cprw fisher ltd,cprwfisher.co.nz,2006.0,architecture & planning,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/cprw-fisher-ltd.,14,23
the resilience institute,resiliencei.com,2002.0,management consulting,11 - 50,"mission bay, auckland, new zealand",new zealand,linkedin.com/company/the-resilience-institute,14,26
endev,endev.co.nz,2004.0,computer software,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/endev,14,44
postr,postr.co.nz,2014.0,internet,11 - 50,"wellington, florida, united states",new zealand,linkedin.com/company/postr,14,32
icms creditsystems ltd,icms.co.nz,,financial services,11 - 50,"albany, auckland, new zealand",new zealand,linkedin.com/company/icms-creditsystems-ltd,14,25
alsco nz,eip.co.nz,1889.0,dairy,11 - 50,"ellerslie, auckland, new zealand",new zealand,linkedin.com/company/alsco-nz,14,21
the college of law new zealand,collaw.ac.nz,2003.0,law practice,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/the-college-of-law-new-zealand,14,22
conslab ltd.,conslab.co.nz,2000.0,construction,11 - 50,"manukau, auckland, new zealand",new zealand,linkedin.com/company/conslab-ltd-,14,35
jps marketing ltd,jpsmarketing.co.nz,1990.0,marketing and advertising,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/jps-marketing-ltd,14,36
studio 24 ltd,studio24.net,1999.0,internet,11 - 50,"cambridge, waikato, new zealand",new zealand,linkedin.com/company/studio24ltd,14,44
first national tauranga & omokoroa,taurangafirstnational.co.nz,,real estate,11 - 50,"tauranga, gisborne, new zealand",new zealand,linkedin.com/company/first-national-tauranga-&-omokoroa,14,22
ubiquity new zealand,ubiquity.co.nz,2000.0,marketing and advertising,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/ubiquity-new-zealand,14,72
common ledger,commonledger.com,2013.0,accounting,11 - 50,,new zealand,linkedin.com/company/commonledger,14,29
done by friday,dbfdigital.co.nz,2002.0,marketing and advertising,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/tango-communications,14,53
avertana,avertana.com,2014.0,mining & metals,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/avertana,14,16
northsouth multi media ltd,nsmm.co.nz,2010.0,publishing,11 - 50,"dargaville, northland, new zealand",new zealand,linkedin.com/company/northsouth-multi-media-ltd,14,17
the real estate institute of new zealand,reinz.co.nz,1915.0,real estate,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/reinz,14,41
wave creative communications agency,waveagency.co.nz,1980.0,marketing and advertising,11 - 50,"tauranga, bay of plenty, new zealand",new zealand,linkedin.com/company/wave-full-service-brand-communications-agency-,14,40
kiwi property,kp.co.nz,1992.0,investment management,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/kiwi-property-management,14,25
copper brand experiences,copper.net.nz,2004.0,marketing and advertising,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/copper-brand-experiences,14,79
new zealand breast cancer foundation,nzbcf.org.nz,1994.0,non-profit organization management,11 - 50,"parnell, auckland, new zealand",new zealand,linkedin.com/company/newzealandbreastcancerfoundation,14,56
wari,wari.co.nz,2012.0,renewables & environment,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/wari,14,18
trinity group holdings (2008) limited,trinitygroup.co.nz,,hospitality,11 - 50,"hataitai, wellington, new zealand",new zealand,linkedin.com/company/trinity-group-holdings-2008-limited,14,49
think concepts limited,thinking.co.nz,2002.0,information technology and services,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/think-concepts-limited,14,27
"st john's college, hamilton",stjohns-hamilton.school.nz,1962.0,education management,11 - 50,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/st-john's-college-hamilton,14,27
flying start,flyingstart.co.nz,1989.0,broadcast media,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/flying-start,14,29
smba,smbaccounting.com,2005.0,accounting,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/smba,14,20
mercy angiography unit,mercyangiography.co.nz,1990.0,medical practice,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/mercy-angiography-unit,14,20
protecta insurance new zealand ltd,protectainsurance.co.nz,1987.0,insurance,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/protecta-insurance-new-zealand-ltd,14,33
ar & associates ltd,arassociates.co.nz,2003.0,civil engineering,11 - 50,"mairangi bay, auckland, new zealand",new zealand,linkedin.com/company/ar-civil-consulting,14,32
born digital nz,borndigital.co.nz,2005.0,internet,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/born-digital,14,40
events clothing company ltd,eventsclothing.co.nz,1990.0,apparel & fashion,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/events-clothing-company-ltd,14,44
fluid recruitment,fluidrecruitment.co.nz,2009.0,staffing and recruiting,11 - 50,"dunedin, otago, new zealand",new zealand,linkedin.com/company/fluid-recruitment,14,25
tertiary education union te hautu kahurangi o aotearoa,teu.ac.nz,2009.0,non-profit organization management,11 - 50,"wellington, florida, united states",new zealand,linkedin.com/company/tertiary-education-union-te-hautu-kahurangi-o-aotearoa,14,21
pacific business trust,pacificbusiness.co.nz,1985.0,management consulting,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/pacific-business-trust,14,34
otumoetai college,otumoetaicollege.school.nz,,higher education,11 - 50,"otumoetai, bay of plenty, new zealand",new zealand,linkedin.com/company/otumoetai-college,14,30
armstrong downes commercial,armstrongdownes.co.nz,1992.0,construction,11 - 50,"lower hutt, wellington, new zealand",new zealand,linkedin.com/company/armstrong-downes-ltd,14,21
lifewise nz,,2009.0,non-profit organization management,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/lifewisenz,14,28
business.govt.nz,business.govt.nz,,government relations,11 - 50,"wellington, florida, united states",new zealand,linkedin.com/company/business-govt-nz,14,17
conservation volunteers new zealand,conservationvolunteers.co.nz,2006.0,environmental services,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/conservation-volunteers-new-zealand,14,69
designer textiles international limited,designertextiles.co.nz,,apparel & fashion,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/designer-textiles-international-limited,14,37
fuseit,fuseit.com,1992.0,information technology and services,11 - 50,"nelson, nelson, new zealand",new zealand,linkedin.com/company/fuseit,14,25
nexus foams limited,nexusfoams.com,1993.0,plastics,11 - 50,"east tamaki, auckland, new zealand",new zealand,linkedin.com/company/nexus-foams-limited,14,29
mondo travel,mondotravel.co.nz,,"leisure, travel & tourism",11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/mondo-travel,14,37
enztec,enztec.co.nz,1990.0,medical devices,11 - 50,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/enztec,14,41
mayne wetherell,maynewetherell.com,2004.0,legal services,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/mayne-wetherell,14,24
woop,woop.co.nz,2015.0,food & beverages,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/woop-ltd,14,37
amtec engineering limited,amtec4engineering.com,,mechanical or industrial engineering,11 - 50,"new plymouth, taranaki, new zealand",new zealand,linkedin.com/company/amtec-engineering-limited,14,40
tamaki control ltd,tamaki.co.nz,1988.0,industrial automation,11 - 50,"auckland, auckland, new zealand",new zealand,linkedin.com/company/tamaki-control,14,25
